id,title,summary,authors,primary_category,categories
cond-mat/0001007v1,Correlations in doped Antiferromagnets,"A comprehensive study of doped RVB states is performed. It reveals a fundamental connection between superconductivity and quantum spin fluctuations in underdoped cuprates :   {\em Cooper pair hopping} strongly reduces the local magnetization $m_0$. This effect pertains to recent muon spin rotation measurements in which $m_0$ varies weakly with hole doping in the poorly conducting regime, but drops precipitously above the onset of superconductivity. Gutzwiller mean field Approximation (GA) is found to agree with numerical Monte Carlo calculation. GA shows for example that for a bond amplitude $u(r)=e^{-r/\xi}$, spin spin correlations decay exponentially with a correlation length $\propto e^{3\pi \xi^2/2}$. Expectation value of the Heisenberg model is found to be correlated with average loop density.",Moshe Havilio; Assa Auerbach,cond-mat.str-el,cond-mat.str-el; cond-mat.supr-con
nucl-th/0001002v1,Lambda-Neutron Scattering Lengths from Radiative K-minus Capture,Radiative capture of the K-minus by the deuteron as a reaction for measurement of the Lambda-neutron scattering lengths. The use of spin information to separate the singlet and triplet scattering lengths is treated.,W. R. Gibbs; S. A. Coon; H. K. Han; B. F. Gibson,nucl-th,nucl-th
math/0001005v2,"The elliptic curve in the S-duality theory and Eisenstein series for
  Kac-Moody groups","We establish a relation between the generating functions appearing in the S-duality conjecture of Vafa and Witten and geometric Eisenstein series for Kac-Moody groups. For a pair consisting of a surface and a curve on it, we consider a refined geometric function E (involving G-bundles with parabolic structures along the curve) which depends both on elliptic and modular variables. We prove a functional equation for E with respect to the affine Weyl group, thus establishing the elliptic behavior. When the curve is P^1, we calculate the Eisenstein-Kac-Moody series explicitly and it turns out to be a certain deformation of an irreducible Kac-Moody character, more precisely, an analog of the Hall-Littlewood polynomial for the affine root system. We also get an explicit formula for the universal blowup function for any simply connected structure group.",M. Kapranov,math.AG,math.AG
physics/0001003v2,Tentative statistical interpretation of non-equilibrium entropy,We suggest a certain statistical interpretation for the entropy produced in driven thermodynamic processes. The exponential function of half irreversible entropy re-weights the probability of the standard Ornstein-Uhlenbeck-type thermodynamic fluctuations.(We add a proof of the standard Fluctuation Theorem which represents a more natural interpretation.),Lajos Diosi,physics.chem-ph,physics.chem-ph; cond-mat.stat-mech; physics.gen-ph
hep-ex/0001004v1,"Observation of D-pi Production Correlations in 500 GeV pi- - N
  Interactions","We study the charge correlations between charm mesons produced in 500 GeV pi- - N interactions and the charged pions produced closest to them in phase space. With 110,000 fully reconstructed D mesons from experiment E791 at Fermilab, the correlations are studied as functions of the Dpi - D mass difference and of Feynman x. We observe significant correlations which appear to originate from a combination of sources including fragmentation dynamics, resonant decays, and charge of the beam.",FNAL E791 Collaboration; E. M. Aitala; K. Gounder,hep-ex,hep-ex
physics/0001002v1,We can know more in double-slit experiment,"We show that we can know more than the orthodox view does, as one example, we make a new analysis about double-slit experiment, and demonstrate that we can measure the objective state of the particles passing through the two slits while not destroying the interference pattern, the measurement method is to use protective measurement.",Gao Shan,physics.gen-ph,physics.gen-ph
cond-mat/0001006v1,Condensed Matter Physics - Biology Resonance,"The field of condensed matter physics had its genesis this century and it has had a remarkable evolution. A closer look at its growth reveals a hidden aim in the collective consciousness of the field - a part of the development this century is a kind of warm up exercise to understand the nature of living condensed matter, namely the field of biology, by a growing new breed of scientists in the coming century. Through some examples the vitality of this interaction will be pointed out.",G. Baskaran,cond-mat,cond-mat; q-bio
physics/0001004v1,Single-Pass Lazer Polarization of Ultrarelativistic Positrons,"The new method for producing of the polarized relativistic positrons is suggested. A beam of unpolarized positrons accelerated up to a few GeV can be polarized during a head-on collision with an intense circularly polarized lazer wave. After a multiple Compton backscattering process the initial positrons may lose a substantial part of its energy and, as consequence, may acquire the significant longitudinal polarization. The simple formulas for the final positron energy and polarization degree depended on the laser flash parameters have been obtained. The comparison of efficiences for the suggested technique and known ones is carried out. Some advantages of the new method were shown.",A. P. Potylitsyn,physics.acc-ph,physics.acc-ph
astro-ph/0001007v1,"Wide Field CCD Surface Photometry of the Giant Elliptical Galaxy NGC
  4472 in the Virgo Cluster","We present deep wide field (16'.4 x 16'.4) Washington CT1 CCD surface photometry of the giant elliptical galaxy NGC 4472, the brightest member in the Virgo cluster. Our data cover a wider field than any previous CCD photometry as well as going deeper. Surface brightness profiles of NGC 4472 are not well fit by a single King model, but they can be fit approximately by two King models: with separate models for the inner and outer regions. Surface brightness profiles for the outer region can also be fit approximately by a deVaucouleurs law. There is clearly a negative color gradient within 3' of NGC 4472, in the sense that the color gets bluer with increasing radius. The slope of the color gradient for this region is derived to be $\Delta \mu (C-T_1)$ = -0.08 mag arcsec$^{-2}$ for $\Delta \log r =1$, which corresponds to a metallicity gradient of $\Delta$ [Fe/H] $= -0.2$ dex. However, the surface color gets redder slowly with increasing radius beyond 3'. A comparison of the structural parameters of NGC 4472 in C and T1 images has shown that there is little difference in the ellipse shapes between isochromes and isophotes. In addition, photometric and structural parameters of NGC 4472 have been determined.",Eunhyeuk Kim; Myung Gyoon Lee; Doug Geisler,astro-ph,astro-ph
cond-mat/0001009v1,"History dependence of peak effect in CeRu$_2$ and V$_3$Si: an analogy
  with the random field Ising systems","We present results of transport measurements showing distinct path dependence of the electrical resistance in the superconducting vortex state of single crystal samples of CeRu$_2$ and V$_3$Si. Resistance measured in the vortex state of both the systems prepared by field cooling (FC), indicates a relatively higher degree of disorder than when it is prepared by isothermal variation of field. Small oscillations of magnetic field modify the resistance in the FC state, highlighting the metastable nature of that state. An analogy is drawn with the FC state of the random-field Ising systems.",Sujeet Chaudhary; A. K. Rajarajan; Kanwal Jeet Singh; S. B. Roy; P. Chaddah,cond-mat.supr-con,cond-mat.supr-con; cond-mat.stat-mech
